id,name_en,name_he,name_ru,source,category,brand,calories,protein,carbs,fat,fiber,sugars,sodium,has_image
off_il_7290100850923,Doritos גריל,דוריטוס גריל,Дврйтвс грйл,OpenFoodFacts_IL,greens,"Elite, עלית",532.857142857143,8.28571428571429,64.2857142857143,26.8571428571429,,3.28571428571429,0.395714285714286,yes
off_il_7290115676273,קקאו,קקאו,Какао,OpenFoodFacts_IL,sweets,עלית,379,25,45,11,,,0.024,yes
off_il_72917589,,מקופלת,Мквплт,OpenFoodFacts_IL,sweets,עלית,536,6.8,58.4,30.4,,58,0.084,yes
off_il_7290107944243,Afifit Waffle,אפיפיות בטעם שוקולד ללא גלוטן,Шоколад,OpenFoodFacts_IL,sweets,עלית,509,4.8,69,24,,41,0.1,yes
off_il_7290001817728,ציטוס Puff,ציטוס Puff,Цйтвс Puff,OpenFoodFacts_IL,greens,עלית,529.090909090909,5.45454545454545,60,28.9090909090909,,5.27272727272727,0.341818181818182,yes
off_il_72918388,טוויסט,טוויסט,Тввйст,OpenFoodFacts_IL,greens,עלית,480,4.7,61,24,,39,0.15,yes
off_il_7290107951104,בפלות ארוכות,בפלות ארוכות,Бплвт рвквт,OpenFoodFacts_IL,greens,עלית,503,5,70,22,,41,0.103,yes
off_il_7290106520066,רבע לשבע,רבע לשבע,Рб лшб,OpenFoodFacts_IL,greens,עלית,503.759398496241,6.76691729323308,61.6541353383459,24.0601503759398,,47.3684210526316,0.075187969924812,yes
off_il_7290106725423,Gaufrette chocolat Halva,רבע לשבע בטעם חלבה,Халва — Gaufrette chocolat Halva,OpenFoodFacts_IL,sweets,עלית,490,7.6999998092651,63,23,,51,0.62,yes
off_il_7290112340276,,פינוקיות נס קפה,Кофе,OpenFoodFacts_IL,drinks,עלית,524.475524475524,6.29370629370629,53.1468531468531,30.7692307692308,,30.0699300699301,0.0461538461538462,yes
off_il_7290106653504,סבבה ברבקיו,סבבה ברביקיו,Барбекю,OpenFoodFacts_IL,sauces,עלית,469,16.4,44,24,,13.5,0.362,yes
off_il_72917893,פסק זמן קלאסי,פסק זמן קלאסי,Пск змн клсй,OpenFoodFacts_IL,greens,עלית,551.111111111111,7.77777777777778,53.3333333333333,33.5555564032661,,,12,yes
off_il_7290110554460,Chitos crunchy cheder jalapinio,צ׳יטוס צ׳דר חלפיניו,Ц׳йтвс ц׳др хлпйנйв,OpenFoodFacts_IL,greens,עלית,544,5.8,54,33,,2.5,12,yes
off_il_7290008750400,White chocolate Oreo elet,שוקולד חלב מעולה עם שברי עוגיות,Шоколад — White chocolate Oreo elet,OpenFoodFacts_IL,sweets,עלית,556,6.7,56,34,,53,0.137,yes
off_il_7290107649681,טילון פסק זמן,טילון פסק זמן,Тйлвн пск змн,OpenFoodFacts_IL,greens,עלית,346.875,4.375,48.28125,15.15625,,,12,yes
off_il_7290112961440,פיטנס שוקולד פריכיות,פיטנס שוקולד פריכיות,Шоколад — פיטנס שוקולד פריכיות,OpenFoodFacts_IL,sweets,נסטלה,465,6.30000019073486,60.7000007629395,20.8999996185303,4.30000019073486,33,659,yes
off_il_5900020043436,Crunch Brownie,קראנץ בראוני,Крנц брвנй,OpenFoodFacts_IL,other,נסטלה,384,8.3,74,4.6,6.8,24.5,0.089,yes
off_il_7290019816911,לה קרמיקה קינמון ווניל,לה קרמיקה קינמון ווניל,Л крмйк кйנмвн ввנйл,OpenFoodFacts_IL,sweets,נסטלה,217,4,27.7,10,,21.4,0.071,yes
off_il_7290011515911,שלגון 50 קלוריות ריבת חלב,שלגון 50 קלוריות ריבת חלב,Шлгвн 50 клврйвт рйбт хлб,OpenFoodFacts_IL,dairy,גלידות נסטלה,89,3.70000004768372,17.3999996185303,1.20000004768372,7.69999980926514,12.8000001907349,167,yes
off_il_0929059710497,שלגון אייס קפה,שלגון אייס קפה,Айс кофе,OpenFoodFacts_IL,drinks,נסטלה,231,3.59999990463257,23.7000007629395,12.3999996185303,4.90000009536743,,92,yes
off_il_7290019293194,גלידה נסטלה בטעם שוקולד אגוזים,גלידה נסטלה בטעם שוקולד אגוזים,Шоколад — גלידה נסטלה בטעם שוקולד אגוזים,OpenFoodFacts_IL,sweets,,231,3.5,23.5,12.5,5.4,17.5,0.051,yes
off_il_7290119670277,Natural Flavored Popcorn,פופקורן — Natural Flavored Popcorn,Попкорн — Natural Flavored Popcorn,OpenFoodFacts_IL,other,Rami Levy,448,9,53,20,10,0.7,0.984,yes
off_il_7290018711774,Chicken Flavoured Soup,עוף — Chicken Flavoured Soup,Курица — Chicken Flavoured Soup,OpenFoodFacts_IL,meat,Rami Levy,266,0.1,54,5.5,,16.2,13.48,yes
off_il_7290015681117,Chicken nuggets,עוף — Chicken nuggets,Курица,OpenFoodFacts_IL,meat,Rami Levy,221,15,16,10.3,,0.8,0.395,yes
off_il_7290119670918,Sweet corn,תירס — Sweet corn,Кукуруза,OpenFoodFacts_IL,other,Rami Levy,81,3,11,2.7,,1,0.172,yes
off_il_0077544806009,Bamba,Bamba,Бамба,OpenFoodFacts_IL,other,Osem,534,17,49,30,,3.5,0.39,yes
off_il_0077544529403,Osem Chicken Flavour Soup And Seasoning 400G,עוף — Osem Chicken Flavour Soup And Seasoning 400G,Курица — Osem Chicken Flavour Soup And Seasoning 400G,OpenFoodFacts_IL,grains,Osem,270,6,52,4.5,,20,14,yes
off_il_0077544000919,Sunny Wheat Cracker Whole Grains and Multi Seeds 2 x (190g),קרקר — Sunny Wheat Cracker Whole Grains and Multi Seeds 2 x (190g),Бисквит — Sunny Wheat Cracker Whole Grains and Multi Seeds 2 x (190g),OpenFoodFacts_IL,sweets,Osem Export (1962) Ltd.,432.8,14,60,13,9,5.6,0.4,yes
off_il_0077544181557,Bamba peanut snack with hazelnut cream filling,בוטנים — Bamba peanut snack with hazelnut cream filling,Бамба — Bamba peanut snack with hazelnut cream filling,OpenFoodFacts_IL,other,Osem,533.333333333333,10,56.6666666666667,30,1.66666666666667,26.6666666666667,0.2,yes
off_il_0077544297401,Mini Croutons,Mini Croutons,Осем,OpenFoodFacts_IL,grains,Osem,522,9.2,65,25,,0.8,0.64,yes
off_il_0077544297807,Mini Croutons,Mini Croutons,Осем,OpenFoodFacts_IL,grains,Osem,500,1,57.142857142857,28.571428571429,,,0.5,yes
off_il_0077544332409,Vegetable Soup & Seasoning Mix,מרק — Vegetable Soup & Seasoning Mix,Овощ — Vegetable Soup & Seasoning Mix,OpenFoodFacts_IL,grains,Osem,350,8,60,7,,19,6.4,yes
off_il_0077544789302,Waffers,Waffers,Осем,OpenFoodFacts_IL,grains,Osem,516.12903225806,3.2258064516129,67.741935483871,25.806451612903,3.2258064516129,48.387096774194,0.080645161290324,yes
off_il_0077544826007,Bissli bbq,Bissli bbq,Бисли,OpenFoodFacts_IL,sweets,Osem,500,17.857142857143,64.285714285714,21.428571428571,3.5714285714286,,0.44642857142856,yes
off_il_0077544829008,Bissli Pizza,Bissli Pizza,Бисли,OpenFoodFacts_IL,other,Osem,496,9,6.1,24,,1.6,0.72,yes
off_il_0076937200233,Israeli Pearl Couscous,קוסקוס — Israeli Pearl Couscous,Кускус — Israeli Pearl Couscous,OpenFoodFacts_IL,grains,Osem,363.636363636364,10.9090909090909,78.1818181818182,1.81818181818182,3.63636363636364,0.909090909090909,5,yes
off_il_7290000076133,Pretzels,בייגלה שמיניות במלח,Крендель,OpenFoodFacts_IL,other,Osem,400,10.5,79.5,4.6,,1.2,0.85,yes
off_il_0077544210301,Cookies,עוגיות — Cookies,Печенье,OpenFoodFacts_IL,sweets,Osem,466.67,6.67,76.67,13.33,,20,0.3048,yes
off_il_0077544000506,Consomme,Consomme,Осем,OpenFoodFacts_IL,grains,Osem,250,12.5,62.5,,,12.5,10.125,yes
off_il_0077544000797,Bamba Peanut Butter Puffs,חמאה — Bamba Peanut Butter Puffs,Бамба — Bamba Peanut Butter Puffs,OpenFoodFacts_IL,other,Osem,500,18,40,34,,3.2,0.4,yes
off_il_0077544000957,Bissli Pizza Flavored Wheat Snacks,חטיף — Bissli Pizza Flavored Wheat Snacks,Бисли — Bissli Pizza Flavored Wheat Snacks,OpenFoodFacts_IL,other,Osem,514,9,61,26,,1.5,0.72,yes
off_il_0077544001251,Pearl couscous,קוסקוס — Pearl couscous,Кускус,OpenFoodFacts_IL,grains,Osem,360,12,74,,,1.5,0.01,yes
off_il_0077544001695,"Osem, Pretzel Thins Sesame","פרצל — Osem, Pretzel Thins Sesame","Крендель — Osem, Pretzel Thins Sesame",OpenFoodFacts_IL,other,Osem Export (1962) Ltd.,500,6.67,60,26.67,3.3,6.67,1.267,yes
off_il_0077544001718,Pretzel thins,פרצל — Pretzel thins,Крендель,OpenFoodFacts_IL,other,Osem Export (1962) Ltd.,483,4.2,66,22.5,,6,1.32,yes
off_il_0077544002081,Bissli Xtra Long Remix Bbq & Smokey Party Snack,חטיף — Bissli Xtra Long Remix Bbq & Smokey Party Snack,Бисли — Bissli Xtra Long Remix Bbq & Smokey Party Snack,OpenFoodFacts_IL,other,Osem,480,9.5,65.5,20,,1.2,0.44,yes
off_il_0077544002463,Mushroom Soup & Seasoning Mix,פטריות — Mushroom Soup & Seasoning Mix,Грибы — Mushroom Soup & Seasoning Mix,OpenFoodFacts_IL,grains,Osem,391.3,8.7,69.57,8.7,,8.7,3.44556,yes
off_il_0077544002470,Soup & Seasoning Mix,מרק — Soup & Seasoning Mix,Осем — Soup & Seasoning Mix,OpenFoodFacts_IL,grains,Osem,375,5,70,5,5,10,4.5212,yes
off_il_0077544002647,Sesame snack cracker,קרקר — Sesame snack cracker,Кунжут — Sesame snack cracker,OpenFoodFacts_IL,other,Osem,498,8.9,58,25,2.8,4.5,0.8,yes
off_il_0077544008267,Bissli BBQ Flavored Snacks,חטיף — Bissli BBQ Flavored Snacks,Бисли — Bissli BBQ Flavored Snacks,OpenFoodFacts_IL,other,Osem,520,9,66,24.6,,1.7,0.64,yes
off_il_0077544008274,Bissli Extra Long Onion Flavour Party Snack,בצל — Bissli Extra Long Onion Flavour Party Snack,Бисли — Bissli Extra Long Onion Flavour Party Snack,OpenFoodFacts_IL,other,Osem,484,9,67,20,,1.5,0.64,yes
off_il_0077544008298,Bissli Xtra Long Pizza Flavour Party Snack,חטיף — Bissli Xtra Long Pizza Flavour Party Snack,Бисли — Bissli Xtra Long Pizza Flavour Party Snack,OpenFoodFacts_IL,other,Osem,509,9,59,26,,2.4,0.8,yes
off_il_0077544131002,Cream Crackers,קרקרים — Cream Crackers,Крекеры,OpenFoodFacts_IL,other,Osem,448,11,70.5,13.5,3,3,0.76,yes
off_il_0077544132009,Crackers Au Sésame,קרקרים — Crackers Au Sésame,Крекеры — Crackers Au Sésame,OpenFoodFacts_IL,other,Osem,463,10,64,18,2.5,2.2,0.52,yes
off_il_0077544138407,Sunny wheat cracker,קרקר — Sunny wheat cracker,Осем — Sunny wheat cracker,OpenFoodFacts_IL,grains,Osem,344.827586206897,10.3448275862069,75.8620689655172,6.89655172413793,10.3448275862069,6.89655172413793,0.586206896551724,yes
off_il_0077544162044,Pretzels Salted Pretzel Twists,פרצל — Pretzels Salted Pretzel Twists,Крендель — Pretzels Salted Pretzel Twists,OpenFoodFacts_IL,other,Osem,392,10.5,72,5.5,6,2,1.3,yes
off_il_0077544195028,"Osem, mediterranean crouton herbs","Osem, mediterranean crouton herbs","Осем — Osem, mediterranean crouton herbs",OpenFoodFacts_IL,grains,Osem,457,8.57,57.14,21.43,,,1.057,yes
off_il_0077544252004,Osem Marble Cake,עוגה — Osem Marble Cake,Пирог — Osem Marble Cake,OpenFoodFacts_IL,sweets,Osem,395,4.9,51,19,,27,0.276,yes
off_il_0077544276062,Israeli couscous canister,קוסקוס — Israeli couscous canister,Кускус — Israeli couscous canister,OpenFoodFacts_IL,grains,Osem,364,10.909090909091,78.181818181818,1.8181818181818,4,1.8181818181818,5,yes
off_il_0077544527409,"Osem, consomme soup & seasoning mix","מרק — Osem, consomme soup & seasoning mix","Осем — Osem, consomme soup & seasoning mix",OpenFoodFacts_IL,grains,Osem,167,,50,,,16.67,14,yes
off_il_0077544528406,Beef Flavor Soup & Seasoning Mix,בקר — Beef Flavor Soup & Seasoning Mix,Говядина — Beef Flavor Soup & Seasoning Mix,OpenFoodFacts_IL,grains,OSEM,330,6,53,10,,20,11.2,yes
off_il_0077544806207,Peanut Snack,בוטנים — Peanut Snack,Арахис,OpenFoodFacts_IL,other,Osem,513.1,17,44,30,6,3.2,0.38,yes
off_il_7290110324711,,ממרח סויה בטעם טבעי 9%,Тнува,OpenFoodFacts_IL,dairy,תנובה,127,5,5.5,9,2,0.5,0.26,yes
off_il_7290000042442,Milk,חלב — Milk,Тнува,OpenFoodFacts_IL,dairy,תנובה,60,3.3,4.95,3,,4.95,0.2,yes
off_il_7290000057477,Milk,חלב — Milk,Тнува,OpenFoodFacts_IL,dairy,תנובה,60,3.3,4.95,3,,4.95,0.05,yes
off_il_7290110328771,Go by yoplait פירות יער,Go by yoplait פירות יער,Йопле — Go by yoplait פירות יער,OpenFoodFacts_IL,dairy,תנובה,55,10,3.5,,,3.20000004768372,88,yes
off_il_7290000048437,גבינה מלוחה 5%. מחלב בקר,צפתית 5 אחוז,Сыр — גבינה מלוחה 5%. מחלב בקר,OpenFoodFacts_IL,dairy,"פיראוס, תנובה",135,18.5,4,5,,4,0.93,yes
off_il_7290004122119,פתיתי גבע פרמזן,פתיתי גבע פרמזן,Пармезан — פתיתי גבע פרמזן,OpenFoodFacts_IL,dairy,תנובה,335,32,,23,,,1529,yes
off_il_7290110327514,Oat Milk Hazelnuts Taste,אלטרנטיב שיבולת שועל עם אגוזי לוז,Овёс — Oat Milk Hazelnuts Taste,OpenFoodFacts_IL,vegan,Tnuva,54,1.1,5,3,1.5,3,,yes
off_il_7290014761414,Yolo,Yolo שוקולד חלב ולבן,Шоколад,OpenFoodFacts_IL,sweets,תנובה,179,5,21.8,7.8,,,0.17,yes
off_il_7290014762831,גבינת שמנת עם פלפל חלפינו,גבינת שמנת עם פלפל חלפינו,Тнува — גבינת שמנת עם פלפל חלפינו,OpenFoodFacts_IL,dairy,תנובה,247,4.3,3.4,24,,3.4,0.481,yes
off_il_7290000044248,רויון,רויון,Тнува,OpenFoodFacts_IL,dairy,תנובה,45,3.6,4.3,1.5,,4.3,0.05,yes
off_il_7290004124847,קצפת צמחונית,קצפת צמחונית,Тнува,OpenFoodFacts_IL,dairy,תנובה,268,,22,20,,20.5,0.105,yes
off_il_7290000052717,קוטג' עם שום שמיר,קוטג' תנובה עם שום שמיר,Тнува — קוטג' עם שום שמיר,OpenFoodFacts_IL,dairy,תנובה,97,11,2,5,,2,0.35,yes
off_il_7290110324858,תנובה alternative,תנובה alternative,Тнува,OpenFoodFacts_IL,dairy,Tnuva,105.6,2.48,12,5.04,1.28,9.04,0.0504,yes
off_il_7290004131814,גבינה צפתית 5%,צפתית מעודנת 5%,Сыр — גבינה צפתית 5%,OpenFoodFacts_IL,dairy,פיראוס תנובה,131,16.5,4.9,5,,1.25,0.86,yes
off_il_7296073405863,טחינה גולמית מעודנת,טחינה גולמית מעודנת,Тхйנ гвлмйт мвдנт,OpenFoodFacts_IL,sauces,שופרסל,691,23,9.7,62,1.3,0.9,0.012,yes
off_il_7296073441335,פריכיות אורז מלא,פריכיות אורז מלא,Прйкйвт врз мл,OpenFoodFacts_IL,grains,שופרסל,400,8.75,82.5,2.5,3.75,1.25,42,yes
off_il_7296073286073,אורז לבן ארוך בסמטי הודי,אורז לבן ארוך בסמטי הודי,Врз лбн рвк бсмтй вдй,OpenFoodFacts_IL,grains,שופרסל,336,7,78,,2,,42,yes
off_il_7296073079903,רוטב עגבניות מרוכז מאוד 22 Bx,רוטב עגבניות מרוכז מאוד,Томатный соус — רוטב עגבניות מרוכז מאוד 22 Bx,OpenFoodFacts_IL,sauces,שופרסל,86,3.2,16.6,,3.3,13,0.049,yes
off_il_7296073530381,טחינה אורגנית משומשום מלא,טחינה אורגנית משומשום מלא,Кунжут — טחינה אורגנית משומשום מלא,OpenFoodFacts_IL,sauces,שופרסל green,634,22,3,56,15,1,0.01,yes
off_il_7296073274964,חמאת בוטנים טבעית עם שבבי בוטנים,חמאת בוטנים טבעית עם שבבי בוטנים,Арахисовая паста — חמאת בוטנים טבעית עם שבבי בוטנים,OpenFoodFacts_IL,nuts,שופרסל green,676,27,16.6,53.1,10.7,4.1,0.006,yes
off_il_7296073442219,,כדורי דגנים בטעם שוקולד ושוקולד לבן,Шоколад,OpenFoodFacts_IL,sweets,שופרסל,360,7,78,2.7,3.9,22,,yes
off_il_7296073180425,Napoli Style Sauce,רוטב עגבניות לפסטה עם שום ואורגנו,Томатный соус,OpenFoodFacts_IL,grains,שופרסל,61,1.6,6.6,3.2,,,539,yes
off_il_7296073205616,medjool dates semi dry,תמר מג'הול יבש למחצה,Тмр мг'вл йбш лмхц,OpenFoodFacts_IL,fruit,שופרסל,0.267,2.2,60.9,,7.3,60.7,2,yes
off_il_7296073143437,ברנפלקס ללא תוספת סוכר,ברנפלקס,Брנплкс,OpenFoodFacts_IL,sweets,שופרסל,325,10.8,64.2,2.6,14.8,2,0.391,yes
off_il_7296073368878,פתיתי שיבולת שועל מלאה עבה,פתיתי שיבולת שועל מלאה עבה,Овёс — פתיתי שיבולת שועל מלאה עבה,OpenFoodFacts_IL,grains,שופרסל,366,12,56,8.39999961853027,9,1,111,yes
off_il_7296073343202,פריכיות כוסמת,פריכיות כוסמת,Прйкйвт квсмт,OpenFoodFacts_IL,grains,שופרסל,382,13.1578947368421,69.7368421052632,3.94736842105263,9.21052631578947,,11,yes
off_il_7296073454076,Premium Chocolate,שוקולד — Premium Chocolate,Шоколад,OpenFoodFacts_IL,sweets,שופרסל,601,7.3,30,48,10,26,659,yes
off_il_7296073219347,לחם אחיד פרוס,לחם אחיד פרוס,Лхм хйд првс,OpenFoodFacts_IL,bakery,שופרסל,244,9.2,42.8,3,,,344,yes
off_il_7296073254096,טונה במים,טונה במים,Твנ бмйм,OpenFoodFacts_IL,fish,שופרסל,110,25,,0.5,,,187,yes
off_il_7296073611363,שניצל מהצומח,שניצל מהצומח,Шנйцл мцвмх,OpenFoodFacts_IL,meat,שופרסל,144,8.80000019073486,13.1999998092651,6,1,1,617,yes
off_il_7296073226680,חטיף דגנים עם שוקולד וביסקוויט,חטיף דגנים עם שוקולד וביסקוויט,Бисквит — חטיף דגנים עם שוקולד וביסקוויט,OpenFoodFacts_IL,sweets,שופרסל,369.565217391304,6.52173913043478,56.5217391304348,10.8695652173913,15.2173913043478,24.7826086956522,0.369565217391304,yes
off_il_7296073219965,"חטיף דגנים עם שוקולד חלב, בוטנים ושקדים","חטיף דגנים עם שוקולד חלב, בוטנים ושקדים","Шоколад — חטיף דגנים עם שוקולד חלב, בוטנים ושקדים",OpenFoodFacts_IL,sweets,שופרסל,395.652173913043,8.26086956521739,50.8695652173913,14.7826086956522,14.7826086956522,23.0434782608696,0.19,yes
off_il_7290112495020,כריות צ'וקולדה,כריות צ'וקולדה,Тельма,OpenFoodFacts_IL,grains,תלמה,457,5.3,76.5,14.4,,41.3,0.257048,yes
off_il_0729012494351,קורנפלקס של אלופים,קורנפלקס של אלופים,Кукурузные хлопья,OpenFoodFacts_IL,grains,תלמה,375,7,83.3,0.9,3,7,0.375,yes
off_il_7290000168173,Branflakes Crunchim,ברנפלקס קרנצ'ים,Тельма,OpenFoodFacts_IL,grains,תלמה,341,9.1,75.4,2.5,8.6,0.8,0.359,yes
off_il_7290112495433,דליפקאן,דליפקאן,Тельма,OpenFoodFacts_IL,grains,תלמה,420,9.9,67.4,10.8,7.4,18.5,0.285,yes
off_il_7290112494344,קורנפלקס,אלופים,Кукурузные хлопья,OpenFoodFacts_IL,grains,תלמה,375,7,83.3,0.9,3,7,0.375,yes
off_il_7290107647854,שוגי,שוגי,Тельма,OpenFoodFacts_IL,grains,תלמה,383,6.7,87,0.9,,16.4,0.435,yes
off_il_7290000068084,פתיבר,פתיבר,Тельма,OpenFoodFacts_IL,grains,תלמה,108,1.6,17.9,3.3,,5.1,68,yes
off_il_7290116537351,כריות נוגט,כריות נוגט,Тельма,OpenFoodFacts_IL,grains,תלמה,465,5.7,73.8,16.3,,,0.217,yes
off_il_7290112495037,Kokoman Chocolate Cereal,קורונה,Шоколад — Kokoman Chocolate Cereal,OpenFoodFacts_IL,sweets,תלמה,379,8.5,79.7,1.7,5.3,19.4,0.198,yes
off_il_7290000110844,כיפלי גריל,כיפלי גריל,Тельма,OpenFoodFacts_IL,grains,תלמה,527,6.5,60,29,,,42,yes
off_il_7290116534817,Oats&More,שיבולת שועל — Oats&More,Тельма,OpenFoodFacts_IL,grains,תלמה,88,3.1,14.2,1.5,2.8,3.3,0.05,yes
off_il_7290000110851,כיפלי טבעות בצל,כיפלי טבעות בצל,Тельма — כיפלי טבעות בצל,OpenFoodFacts_IL,grains,תלמה,506,6.2,55,29,,0.8,0.8,yes
off_il_0746132001552,Houmous aux pignons de pin,Houmous aux pignons de pin,Штраус — Houmous aux pignons de pin,OpenFoodFacts_IL,dairy,Strauss,251,8.1,14.8,17.7,,0.7,0.44,yes
off_il_8004035000457,Schlutzkrapfen Spinat,Schlutzkrapfen Spinat,Штраус,OpenFoodFacts_IL,dairy,Strauss,222,7.6,39,2.3,,1.4,0.52,yes
off_il_8004035100195,Canederli agli spinaci,Canederli agli spinaci,Штраус — Canederli agli spinaci,OpenFoodFacts_IL,dairy,Strauss,141,6.7,20.3,3.1,,1.9,0.4,yes
off_il_4013197762251,Cola BonBons - Cola Candles,קולה — Cola BonBons - Cola Candles,Штраус — Cola BonBons - Cola Candles,OpenFoodFacts_IL,dairy,Heller & Strauss,392,0.5,97,0.5,,70,0.004,yes
off_il_0746132000708,Strauss Humus Achla 250GR,Strauss Humus Achla 250GR,Штраус — Strauss Humus Achla 250GR,OpenFoodFacts_IL,dairy,Strauss,228,8.5,13.4,15.6,,0.7,0.4,yes
off_il_0746132001545,Achla Hummus,חומוס — Achla Hummus,Штраус,OpenFoodFacts_IL,dairy,Strauss,228,7.9,12.3,16.4,3.6,1,0.56,yes
off_il_0815871010122,"Must Sugar Free Chewing Gum, Spearmint","סוכר — Must Sugar Free Chewing Gum, Spearmint","Штраус — Must Sugar Free Chewing Gum, Spearmint",OpenFoodFacts_IL,sweets,Strauss Group Ltd.,178.57142857143,,71.428571428571,,,,876,yes
off_il_0815871011143,Achla Tahini 8oz,טחינה — Achla Tahini 8oz,Штраус — Achla Tahini 8oz,OpenFoodFacts_IL,dairy,Strauss,264,9.5,7,22,,0.9,0.48,yes
off_il_7290000174099,Bafflot,Bafflot,Штраус,OpenFoodFacts_IL,dairy,Strauss Group,516,4.6,68,25,,46,167,yes
off_il_72940976,Choux à la mayonnaise,סלט כרוב,Майонез — Choux à la mayonnaise,OpenFoodFacts_IL,dairy,Strauss,197,1.1,11.3,16.4,,8,0.34,yes
off_il_7290002824466,"Bio Yogurt, 0%",יוגורט ביו 0 אחוז שומן,"Йогурт — Bio Yogurt, 0%",OpenFoodFacts_IL,dairy,Danone,44,5.3,4.6,,,4.6,0.05,yes
off_il_0631758003182,Colágeno Hidrolizado + Ácido Hialuronico,Colágeno Hidrolizado + Ácido Hialuronico,Штраус — Colágeno Hidrolizado + Ácido Hialuronico,OpenFoodFacts_IL,dairy,Silvia Strauss,234.77,41.63,15.51,0.69,36.75,2.48,1.13179,yes
off_il_8004035100447,Canederli alle Rape Rosse,Canederli alle Rape Rosse,Штраус — Canederli alle Rape Rosse,OpenFoodFacts_IL,dairy,Strauss,152.963671128107,4.5,20.7,5.3,,5.5,0.472,yes
off_il_8004035100522,Spinatknödel,Spinatknödel,Штраус,OpenFoodFacts_IL,dairy,Strauss,174,7,8.43,7,,3.3,3.6,yes
off_il_7290110559014,Black beans,שעועית — Black beans,Штраус,OpenFoodFacts_IL,dairy,Strauss,104,7.3,13.3,1.2,5.9,,570,yes
off_il_7290004584351,Symphonia,סימפוניה במרקם שמנת 5%,Штраус,OpenFoodFacts_IL,dairy,Strauss,108,9.8,4.6,5,,4.5,0.376,yes
off_il_7290110557423,Milki trio,Milki trio,Штраус,OpenFoodFacts_IL,dairy,Strauss,123.529411764706,2.35294117647059,12.9411764705882,6.76470588235294,,10.1176475076114,167,yes
off_il_7290110560836,Milki,Milki,Штраус,OpenFoodFacts_IL,dairy,Strauss,112.941176470588,2.29411764705882,12.9411764705882,5.76470588235294,,10.4705882352941,0.0994117647058824,yes
off_il_7290106663091,Labena 9%,Labena 9%,Штраус,OpenFoodFacts_IL,dairy,Strauss,139,9,4,9,,3.5,0.39,yes
off_il_0784830004406,Organic Vanilla Greek Whole Milk Yogurt,וניל — Organic Vanilla Greek Whole Milk Yogurt,Йогурт — Organic Vanilla Greek Whole Milk Yogurt,OpenFoodFacts_IL,dairy,"Straus Family Creamery, Strauss",220,17,23,6,,13,0.035,yes
off_il_7290112330987,פרו שייק חלבון מי גבינה עם אפרסק ומנגו,פרו שייק חלבון מי גבינה עם אפרסק ומנגו,Сыр — פרו שייק חלבון מי גבינה עם אפרסק ומנגו,OpenFoodFacts_IL,dairy,יטבתה,54,7.2,5.2,0.5,,5,0.05994,yes
off_il_7290102397891,גבינה מותכת,גבינה מותכת 18%,Сыр,OpenFoodFacts_IL,dairy,משק צוריאל,229,15,1.7,18,,1.7,0.8,yes
off_il_7290004137311,גבינה צהובה 9%,גבינה עמק 9%,Сыр — גבינה צהובה 9%,OpenFoodFacts_IL,dairy,עמק,201,30,,9,,,0.491,yes
off_il_04725600,גבינה סקנדינבית,גבינה סקנדינבית,Сыр,OpenFoodFacts_IL,dairy,collection,373,23.5,,31,,,0.212,yes
off_il_7290011499419,גבינה במרקם שמנת,גבינה במרקם שמנת,Сыр — גבינה במרקם שמנת,OpenFoodFacts_IL,dairy,NEW YORK,300,4.4,7.5,5,,3,0.3,yes
off_il_7290004122683,Emek Cheese Sticks 28%,אצבעות גבינה עמק,Сыр — Emek Cheese Sticks 28%,OpenFoodFacts_IL,dairy,"Emek, עמק",344,23,,28,,,0.64,yes
off_il_7290015599078,גבינה צהובה טבעונית,גבינה צהובה טבעונית,Сыр — גבינה צהובה טבעונית,OpenFoodFacts_IL,dairy,Vega,285,,20,23,,,405,yes
off_il_5000112547689,Coca-Cola,קולה — Coca-Cola,Кола,OpenFoodFacts_IL,drinks,Coca-Cola,42,,10.6,,,10.6,659,yes
off_il_6111242101999,Ghilal pêche vanille,Ghilal pêche vanille,Ghilal pêche vanille,OpenFoodFacts_IL,other,Jaouda,111,3.5,16,3.4,,16,,yes
off_il_8013885051519,Sedani seigle complet,Sedani seigle complet,Sedani seigle complet,OpenFoodFacts_IL,other,"Castagno, Castagno Bio",336,10,62,2.2,14,3.3,,yes
off_il_7290110328221,Lactose Free Yogurt 3%,יוגורט — Lactose Free Yogurt 3%,Йогурт — Lactose Free Yogurt 3%,OpenFoodFacts_IL,dairy,Tnuva,64,5,4.2,3,,4.2,0.06,yes
off_il_7290000047546,Tvorog,גבינת כנען 5%,Тнува,OpenFoodFacts_IL,dairy,Tnuva,133,18.6,3.6,5,,3.6,0.04,yes
off_il_7290004125585,Soy Drink Vanilla,וניל — Soy Drink Vanilla,Тнува — Soy Drink Vanilla,OpenFoodFacts_IL,dairy,Tnuva Alternative,50,3.3,5,1.6,1,4.8,0.05,yes
off_il_7290006895264,Pargit Chicken Steak,עוף — Pargit Chicken Steak,Курица — Pargit Chicken Steak,OpenFoodFacts_IL,dairy,Tnuva,129,23,2,3.2,,1,0.52,yes
off_il_7290000057118,קלאסית,קלאסית,Тнува,OpenFoodFacts_IL,dairy,Tnuva,344,23,,28,,,0.64,yes
off_il_7290000040080,yoplait,yoplait,Йопле,OpenFoodFacts_IL,dairy,tnuva,,,,,,,88,yes
